Song,Quadrant
MT0011580209,Q1
MT0011594132,Q1
MT0011594970,Q3
MT0011624716,Q3
MT0011630078,Q3
MT0011650689,Q4
MT0011659985,Q4
MT0011707340,Q2
MT0011711878,Q4
MT0011712337,Q2
MT0011716005,Q1
MT0011767762,Q1
MT0011772341,Q1
MT0011808566,Q1
MT0011809659,Q4
MT0011815949,Q4
MT0011818239,Q4
MT0011842354,Q3
MT0011847514,Q1
MT0011851412,Q4
MT0011861922,Q1
MT0011862487,Q4
MT0011869625,Q1
MT0011870505,Q3
MT0011873776,Q1
MT0011878109,Q1
MT0011879943,Q2
MT0011881944,Q1
MT0011886864,Q3
MT0011894681,Q3
MT0011895910,Q1
MT0011896804,Q4
MT0011897338,Q3
MT0011904586,Q3
MT0011908274,Q4
MT0011908732,Q3
MT0011910522,Q4
MT0011914836,Q1
MT0011916674,Q1
MT0011921060,Q2
MT0011922905,Q4
MT0011924283,Q1
MT0011929096,Q4
MT0011937155,Q2
MT0011937271,Q3
MT0011940781,Q2
MT0011943335,Q2
MT0011944405,Q2
MT0011945627,Q1
MT0011945841,Q2
MT0011946105,Q4
MT0011950450,Q1
MT0011957429,Q1
MT0011959819,Q2
MT0011961925,Q3
MT0011963777,Q2
MT0011982393,Q4
MT0011991382,Q2
MT0011999773,Q1
MT0012001684,Q1
MT0012004909,Q3
MT0012004929,Q1
MT0012005920,Q1
MT0012009054,Q2
MT0012011991,Q4
MT0012013969,Q3
MT0012014382,Q1
MT0012016955,Q1
MT0012017035,Q4
MT0012030591,Q1
MT0012030863,Q2
MT0012034674,Q2
MT0012041920,Q1
MT0012070590,Q4
MT0012100576,Q2
MT0012102419,Q4
MT0012116237,Q2
MT0012122028,Q2
MT0012160452,Q4
MT0012167461,Q4
MT0012168258,Q4
MT0012168286,Q2
MT0012307428,Q3
MT0012317309,Q3
MT0012330276,Q4
MT0012396528,Q1
MT0012398546,Q1
MT0012430736,Q1
MT0012435395,Q3
MT0012438211,Q2
MT0012451751,Q4
MT0012455611,Q1
MT0012459878,Q3
MT0012468115,Q3
MT0012477572,Q4
MT0012494520,Q1
MT0012505137,Q4
MT0012509093,Q1
MT0012510592,Q3
MT0012521149,Q1
MT0012619690,Q1
MT0012634038,Q3
MT0012637285,Q3
MT0012649676,Q2
MT0012658386,Q3
MT0012666474,Q3
MT0012697686,Q1
MT0012698055,Q4
MT0012740185,Q4
MT0012773883,Q4
MT0012777233,Q1
MT0012809291,Q3
MT0012811141,Q3
MT0012823048,Q3
MT0012854734,Q3
MT0012855159,Q2
MT0012895822,Q1
MT0012900592,Q2
MT0012909507,Q2
MT0012914763,Q2
MT0012976100,Q1
MT0012988776,Q3
MT0013003902,Q4
MT0013056573,Q4
MT0013056830,Q4
MT0013058008,Q2
MT0013063104,Q4
MT0013064857,Q1
MT0013101577,Q1
MT0013104929,Q1
MT0013105517,Q4
MT0013115311,Q4
MT0013148928,Q1
MT0013177702,Q4
MT0013184611,Q1
MT0013201347,Q1
MT0013209458,Q3
MT0013228223,Q4
MT0013236693,Q1
MT0013283837,Q3
MT0013289749,Q3
MT0013305827,Q4
MT0013328261,Q3
MT0013349760,Q3
MT0013350034,Q1
MT0013411556,Q4
MT0013416300,Q3
MT0013418800,Q2
MT0013425007,Q3
MT0013427388,Q1
MT0013430944,Q3
MT0013458428,Q3
MT0013464231,Q1
MT0013524535,Q2
MT0013590244,Q1
MT0013602925,Q2
MT0013610638,Q2
MT0013612461,Q2
MT0013616609,Q2
MT0013649307,Q3
MT0013658337,Q1
MT0013666337,Q3
MT0013693326,Q4
MT0013743441,Q2
MT0013746403,Q3
MT0013751364,Q2
MT0013752990,Q2
MT0013758625,Q1
MT0013805035,Q1
MT0013809208,Q1
MT0013833732,Q4
MT0013881862,Q2
MT0013900095,Q1
MT0013921881,Q2
MT0013923586,Q4
MT0013929650,Q1
MT0013930651,Q1
MT0013940832,Q4
MT0013960578,Q1
MT0014005525,Q1
MT0014097994,Q2
MT0014116864,Q2
MT0014121590,Q2
MT0014192089,Q1
MT0014209882,Q2
MT0014215479,Q4
MT0014439055,Q2
MT0014472963,Q2
MT0014498396,Q4
MT0014553172,Q4
MT0014554353,Q1
MT0014555701,Q1
MT0014581361,Q2
MT0014584319,Q4
MT0014586720,Q1
MT0014594482,Q2
MT0014612093,Q4
MT0014619583,Q1
MT0014650353,Q4
MT0014650360,Q1
MT0014664637,Q1
MT0014665693,Q3
MT0014703649,Q2
MT0014724547,Q4
MT0014752461,Q4
MT0014762437,Q2
MT0014781093,Q1
MT0014798420,Q3
MT0014804830,Q3
MT0014845647,Q2
MT0014859055,Q2
MT0014880463,Q2
MT0014884525,Q2
MT0014936205,Q3
MT0014936656,Q4
MT0014953592,Q2
MT0014957211,Q2
MT0014992356,Q1
MT0014998332,Q1
MT0014998906,Q3
MT0015004867,Q2
MT0015019608,Q2
MT0015026273,Q2
MT0015029364,Q4
MT0015032338,Q4
MT0015139461,Q3
MT0015428521,Q1
MT0015465230,Q3
MT0015469804,Q2
MT0015471594,Q4
MT0015477550,Q4
MT0015494518,Q2
MT0015518684,Q4
MT0015541501,Q2
MT0015546206,Q1
MT0015706588,Q4
MT0015708437,Q2
MT0015709701,Q4
MT0015715008,Q3
MT0015760726,Q4
MT0015883602,Q3
MT0015889071,Q2
MT0015929505,Q3
MT0015940634,Q2
MT0015950558,Q2
MT0015971175,Q2
MT0016770768,Q1
MT0016913402,Q3
MT0016915093,Q2
MT0016933152,Q3
MT0016934894,Q1
MT0016947790,Q4
MT0017031590,Q1
MT0017278179,Q1
MT0017475710,Q2
MT0017657810,Q1
MT0017971951,Q1
MT0018024152,Q1
MT0018031959,Q1
MT0018044514,Q3
MT0018216077,Q2
MT0018256521,Q4
MT0018288135,Q2
MT0018376280,Q4
MT0018609691,Q3
MT0018669856,Q2
MT0018793776,Q1
MT0019352491,Q4
MT0019766193,Q3
MT0020009125,Q2
MT0026236933,Q3
MT0026330298,Q3
MT0026378461,Q3
MT0026519497,Q2
MT0026624084,Q2
MT0026625063,Q2
MT0026682960,Q3
MT0026697228,Q3
MT0026712161,Q4
MT0026719173,Q2
MT0026734083,Q2
MT0026736490,Q4
MT0026753145,Q1
MT0026790435,Q1
MT0026795261,Q1
MT0026826094,Q3
MT0026900439,Q1
MT0026903849,Q2
MT0026905937,Q3
MT0026933516,Q1
MT0026953217,Q3
MT0026963572,Q2
MT0026971941,Q4
MT0026972072,Q4
MT0027023212,Q4
MT0027032503,Q2
MT0027053023,Q1
MT0027112893,Q1
MT0027117169,Q1
MT0027142171,Q2
MT0027535695,Q1
MT0027696140,Q1
MT0027859587,Q4
MT0028081047,Q2
MT0028116568,Q4
MT0028213435,Q2
MT0028242839,Q4
MT0028338292,Q3
MT0028345470,Q2
MT0028348785,Q2
MT0028359933,Q4
MT0028372740,Q1
MT0028374210,Q4
MT0028425911,Q4
MT0028444679,Q2
MT0028452849,Q1
MT0028471202,Q2
MT0028498801,Q4
MT0028577577,Q2
MT0028577920,Q3
MT0028579548,Q4
MT0028587966,Q4
MT0028603801,Q1
MT0028609181,Q4
MT0028615001,Q1
MT0028617657,Q1
MT0028620567,Q2
MT0028627699,Q1
MT0028691865,Q3
MT0028703201,Q2
MT0028750297,Q2
MT0028758101,Q4
MT0028776825,Q4
MT0028782832,Q2
MT0028790582,Q2
MT0028810869,Q2
MT0028813190,Q2
MT0028813196,Q4
MT0028888763,Q3
MT0028937743,Q1
MT0028942506,Q4
MT0029033727,Q2
MT0029091265,Q4
MT0029133325,Q3
MT0029143372,Q4
MT0029174947,Q2
MT0029196396,Q2
MT0029772184,Q2
MT0029825641,Q1
MT0029861029,Q3
MT0029990383,Q4
MT0030039996,Q1
MT0030074137,Q3
MT0030097307,Q3
MT0030097602,Q4
MT0030177407,Q2
MT0030184605,Q2
MT0030191396,Q3
MT0030203700,Q3
MT0030203729,Q2
MT0030211400,Q2
MT0030214520,Q2
MT0030233759,Q2
MT0030247926,Q3
MT0030291182,Q1
MT0030319227,Q4
MT0030324011,Q2
MT0030349080,Q1
MT0030362174,Q4
MT0030407300,Q1
MT0030423371,Q3
MT0030438262,Q4
MT0030458207,Q1
MT0030487841,Q1
MT0030489320,Q2
MT0030499533,Q4
MT0030597498,Q4
MT0030646708,Q4
MT0030968017,Q3
MT0031024722,Q4
MT0031049140,Q3
MT0031498585,Q4
MT0031548988,Q1
MT0031555265,Q2
MT0031574394,Q1
MT0031593348,Q4
MT0031615037,Q3
MT0031661393,Q2
MT0031664726,Q1
MT0031726825,Q2
MT0031733848,Q4
MT0031826295,Q4
MT0031841471,Q3
MT0031861483,Q2
MT0031868141,Q1
MT0031875986,Q2
MT0031893087,Q4
MT0031903528,Q3
MT0031917087,Q1
MT0031919561,Q2
MT0031924755,Q2
MT0031925901,Q2
MT0031939057,Q4
MT0031964947,Q2
MT0031979912,Q1
MT0031996897,Q1
MT0032061091,Q1
MT0032332758,Q1
MT0032628164,Q4
MT0032643023,Q3
MT0032665811,Q2
MT0032669866,Q4
MT0032673223,Q1
MT0032682675,Q4
MT0032723940,Q4
MT0032757175,Q3
MT0032768122,Q1
MT0032778604,Q4
MT0032782452,Q1
MT0033061162,Q4
MT0033097471,Q2
MT0033159895,Q3
MT0033218453,Q4
MT0033252621,Q2
MT0033258989,Q4
MT0033262254,Q4
MT0033262547,Q4
MT0033287096,Q2
MT0033376569,Q4
MT0033381821,Q1
MT0033410438,Q4
MT0033430737,Q1
MT0033459750,Q4
MT0033470806,Q2
MT0033473090,Q4
MT0033512773,Q1
MT0033717316,Q1
MT0033841575,Q1
MT0033974184,Q2
MT0033993440,Q4
MT0033994043,Q4
MT0034013916,Q2
MT0034064577,Q1
MT0034094847,Q3
MT0034113973,Q2
MT0034136847,Q3
MT0034138322,Q4
MT0034185119,Q1
MT0034191542,Q4
MT0034197846,Q3
MT0034211183,Q1
MT0034230990,Q4
MT0034403159,Q2
MT0034403951,Q2
MT0034410340,Q3
MT0034422157,Q4
MT0034429136,Q4
MT0034518366,Q3
MT0034551604,Q4
MT0034552648,Q1
MT0034560618,Q3
MT0034563474,Q1
MT0034687388,Q4
MT0034800740,Q3
MT0034852831,Q1
MT0034988131,Q1
MT0034992958,Q4
MT0035013189,Q1
MT0035037927,Q1
MT0035108409,Q4
MT0035119161,Q4
MT0035241675,Q2
MT0035285414,Q2
MT0035316286,Q3
MT0035322836,Q2
MT0035332435,Q1
MT0035833639,Q3
MT0035974809,Q3
MT0035974819,Q3
MT0036111757,Q2
MT0036368550,Q1
MT0037985737,Q3
