Song,Quadrant
MT0028942506,Q4
MT0028947009,Q3
MT0029045449,Q3
MT0029063409,Q4
MT0029080694,Q4
MT0029091265,Q4
MT0029096179,Q4
MT0029099688,Q2
MT0029165558,Q1
MT0029492542,Q1
MT0029767615,Q1
MT0029772184,Q2
MT0029852139,Q1
MT0029861029,Q3
MT0029861679,Q4
MT0029874624,Q1
MT0029877658,Q3
MT0029976595,Q4
MT0030036616,Q4
MT0030074137,Q3
MT0030075668,Q1
MT0030097602,Q4
MT0030124886,Q2
MT0030177407,Q2
MT0030184605,Q2
MT0030203700,Q3
MT0030233759,Q2
MT0030234774,Q2
MT0030247926,Q3
MT0030252676,Q3
MT0030282816,Q4
MT0030289937,Q3
MT0030297713,Q1
MT0030304982,Q3
MT0030311936,Q2
MT0030321464,Q3
MT0030362174,Q4
MT0030407300,Q1
MT0030422114,Q3
MT0030435905,Q2
MT0030442334,Q4
MT0030677343,Q1
MT0031036016,Q3
MT0031292023,Q4
MT0031365452,Q1
MT0031462756,Q1
MT0031508823,Q1
MT0031544440,Q1
MT0031548988,Q1
MT0031574394,Q1
MT0031626819,Q4
MT0031716439,Q1
MT0031721956,Q4
MT0031807708,Q4
MT0031841471,Q3
MT0031855026,Q3
MT0031861483,Q2
MT0031868141,Q1
MT0031875986,Q2
MT0031892359,Q4
MT0031898123,Q4
MT0031901408,Q1
MT0031907365,Q1
MT0031917087,Q1
MT0031917220,Q4
MT0031919267,Q1
MT0031919561,Q2
MT0031922089,Q1
MT0031925901,Q2
MT0031926476,Q2
MT0031940284,Q3
MT0031951901,Q3
MT0031952089,Q1
MT0031964947,Q2
MT0031979912,Q1
MT0032061241,Q1
MT0032623363,Q2
MT0032651589,Q2
MT0032698237,Q4
MT0032698280,Q4
MT0032701682,Q1
MT0032757175,Q3
MT0032760813,Q4
MT0032768117,Q4
MT0033159895,Q3
MT0033177286,Q3
MT0033258989,Q4
MT0033287114,Q2
MT0033376569,Q4
MT0033388898,Q1
MT0033389924,Q3
MT0033397838,Q1
MT0033397942,Q4
MT0033399262,Q4
MT0033415296,Q1
MT0033430737,Q1
MT0033443279,Q1
MT0033444885,Q2
MT0033459750,Q4
MT0033470806,Q2
MT0033473090,Q4
MT0033512773,Q1
MT0033717316,Q1
MT0033784855,Q1
MT0033940994,Q1
MT0033993440,Q4
MT0033998763,Q4
MT0034013916,Q2
MT0034085485,Q4
MT0034106363,Q4
MT0034148562,Q4
MT0034160981,Q4
MT0034165427,Q4
MT0034186195,Q4
MT0034197846,Q3
MT0034211183,Q1
MT0034230990,Q4
MT0034403159,Q2
MT0034403951,Q2
MT0034408055,Q4
MT0034426806,Q2
MT0034518366,Q3
MT0034551604,Q4
MT0034552648,Q1
MT0034555338,Q1
MT0034560618,Q3
MT0034563474,Q1
MT0034577222,Q4
MT0034677542,Q1
MT0034852831,Q1
MT0035007057,Q3
MT0035014333,Q1
MT0035133312,Q1
MT0035241621,Q2
MT0035323832,Q4
MT0035327119,Q4
MT0035518031,Q4
MT0035833639,Q3
MT0036111736,Q2
MT0036111751,Q2
MT0036111757,Q2
MT0036217440,Q1
MT0040033011,Q3
MT0041030749,Q4
